Ticker,Date,Time,Open,High,Low,Close,Volume
SPY,4/8/1998,12:30,74.57,74.7,74.53,74.7,94456
SPY,4/8/1998,13:00,74.66,74.72,74.4,74.4,501534
SPY,4/8/1998,13:30,74.4,74.45,74.3,74.4,427273
SPY,4/8/1998,14:00,74.4,74.53,74.28,74.47,442275
SPY,4/8/1998,14:30,74.47,74.49,73.96,74.11,1324301
SPY,4/8/1998,15:00,74.07,74.28,73.9,74.13,751333
SPY,4/8/1998,15:30,74.07,74.21,73.9,74.15,603708
SPY,4/8/1998,16:00,74.19,74.32,74.19,74.28,148216
SPY,4/9/1998,9:30,74.45,74.76,74.45,74.66,1970484
SPY,4/9/1998,10:00,74.66,74.72,74.42,74.61,726237
SPY,4/9/1998,10:30,74.66,74.78,74.55,74.59,433957
SPY,4/9/1998,11:00,74.64,74.85,74.61,74.78,614551
SPY,4/9/1998,11:30,74.82,74.93,74.72,74.91,640098
SPY,4/9/1998,12:00,74.91,74.91,74.74,74.76,370097
SPY,4/9/1998,12:30,74.82,74.91,74.7,74.91,241187
SPY,4/9/1998,13:00,74.89,74.93,74.82,74.85,319158
SPY,4/9/1998,13:30,74.85,74.91,74.74,74.76,115543
SPY,4/9/1998,14:00,74.76,74.82,74.66,74.66,365492
SPY,4/9/1998,14:30,74.66,74.89,74.64,74.76,80200
SPY,4/9/1998,15:00,74.78,74.85,74.7,74.74,250394
SPY,4/9/1998,15:30,74.74,74.85,74.57,74.74,307720
SPY,4/9/1998,16:00,74.8,74.87,74.76,74.87,171386
SPY,4/13/1998,9:30,74.99,74.99,74.57,74.76,479999
SPY,4/13/1998,10:00,74.76,74.76,74.49,74.49,377968
SPY,4/13/1998,10:30,74.49,74.53,74.32,74.36,493807
SPY,4/13/1998,11:00,74.3,74.32,74.07,74.19,407530
SPY,4/13/1998,11:30,74.19,74.4,74.13,74.4,1012271
SPY,4/13/1998,12:00,74.4,74.4,74.28,74.28,576683
SPY,4/13/1998,12:30,74.28,74.32,74.09,74.11,573857
SPY,4/13/1998,13:00,74.13,74.26,74.09,74.24,202871
SPY,4/13/1998,13:30,74.19,74.36,74.19,74.26,466632
SPY,4/13/1998,14:00,74.21,74.4,74.21,74.4,623164
SPY,4/13/1998,14:30,74.47,74.8,74.38,74.74,562124
SPY,4/13/1998,15:00,74.74,74.74,74.57,74.72,264507
SPY,4/13/1998,15:30,74.74,74.87,74.68,74.74,205546
SPY,4/13/1998,16:00,74.76,74.76,74.66,74.66,203465
SPY,4/14/1998,9:30,74.89,75.06,74.85,75.03,818962
SPY,4/14/1998,10:00,74.97,75.08,74.74,74.89,193355
SPY,4/14/1998,10:30,74.89,75.1,74.87,75.1,996731
SPY,4/14/1998,11:00,75.08,75.16,74.99,74.99,964678
SPY,4/14/1998,11:30,75.01,75.1,74.97,74.97,139782
SPY,4/14/1998,12:00,74.97,75.12,74.97,75.12,130730
SPY,4/14/1998,12:30,75.12,75.18,75.08,75.08,282532
SPY,4/14/1998,13:00,75.1,75.18,75.06,75.18,153435
SPY,4/14/1998,13:30,75.14,75.25,75.12,75.18,86808
SPY,4/14/1998,14:00,75.14,75.22,75.12,75.16,103875
SPY,4/14/1998,14:30,75.16,75.27,75.14,75.2,187564
SPY,4/14/1998,15:00,75.16,75.27,75.03,75.27,502595
SPY,4/14/1998,15:30,75.18,75.29,75.14,75.27,156701
SPY,4/14/1998,16:00,75.29,75.35,75.22,75.35,95118
SPY,4/15/1998,9:30,75.39,75.39,75.06,75.08,957175
SPY,4/15/1998,10:00,75.12,75.12,74.85,74.93,1659346
SPY,4/15/1998,10:30,74.93,75.2,74.93,75.14,882470
SPY,4/15/1998,11:00,75.2,75.33,75.12,75.33,395345
SPY,4/15/1998,11:30,75.33,75.39,75.25,75.39,125345
SPY,4/15/1998,12:00,75.31,75.41,75.29,75.37,99506
SPY,4/15/1998,12:30,75.33,75.39,75.25,75.25,267922
SPY,4/15/1998,13:00,75.33,75.41,75.25,75.41,102031
SPY,4/15/1998,13:30,75.41,75.5,75.08,75.29,154605
SPY,4/15/1998,14:00,75.27,75.35,75.16,75.31,204506
SPY,4/15/1998,14:30,75.25,75.39,75.14,75.39,141387
SPY,4/15/1998,15:00,75.41,75.5,75.33,75.48,242824
SPY,4/15/1998,15:30,75.48,75.48,75.27,75.43,411533
SPY,4/15/1998,16:00,75.41,75.5,75.37,75.5,85395
SPY,4/16/1998,9:30,74.95,75.08,74.82,74.82,723706
SPY,4/16/1998,10:00,74.82,74.93,74.66,74.7,1097516
SPY,4/16/1998,10:30,74.68,74.78,74.53,74.74,968012
SPY,4/16/1998,11:00,74.74,74.91,74.7,74.7,847715
SPY,4/16/1998,11:30,74.72,74.82,74.64,74.7,499155
SPY,4/16/1998,12:00,74.64,74.76,74.57,74.72,560195
SPY,4/16/1998,12:30,74.68,74.8,74.61,74.72,659109
SPY,4/16/1998,13:00,74.66,74.72,74.59,74.61,566137
SPY,4/16/1998,13:30,74.68,74.72,74.42,74.59,718211
SPY,4/16/1998,14:00,74.68,74.8,74.57,74.8,244013
SPY,4/16/1998,14:30,74.78,74.82,74.68,74.74,988507
SPY,4/16/1998,15:00,74.78,74.85,74.61,74.61,852174
SPY,4/16/1998,15:30,74.61,74.72,74.4,74.68,1097222
SPY,4/16/1998,16:00,74.68,74.7,74.59,74.61,230940
SPY,4/17/1998,9:30,74.57,74.7,74.38,74.68,1024014
SPY,4/17/1998,10:00,74.7,74.85,74.57,74.8,376378
SPY,4/17/1998,10:30,74.82,74.99,74.82,74.85,191527
SPY,4/17/1998,11:00,74.82,74.89,74.7,74.76,456254
SPY,4/17/1998,11:30,74.72,74.85,74.64,74.82,1143385
SPY,4/17/1998,12:00,74.78,74.89,74.72,74.82,249136
SPY,4/17/1998,12:30,74.87,75.1,74.8,75.01,226120
SPY,4/17/1998,13:00,75.06,75.18,75.06,75.1,752162
SPY,4/17/1998,13:30,75.12,75.31,75.08,75.27,499016
SPY,4/17/1998,14:00,75.22,75.39,75.18,75.25,503023
SPY,4/17/1998,14:30,75.25,75.46,75.25,75.43,380237
SPY,4/17/1998,15:00,75.43,75.62,75.43,75.52,1772461
SPY,4/17/1998,15:30,75.6,75.71,75.52,75.58,310902
SPY,4/17/1998,16:00,75.56,75.73,75.56,75.62,412161
SPY,4/20/1998,9:30,75.41,75.79,75.41,75.71,1033656
SPY,4/20/1998,10:00,75.73,75.75,75.52,75.54,96834
SPY,4/20/1998,10:30,75.58,75.71,75.52,75.6,244454
SPY,4/20/1998,11:00,75.58,75.79,75.54,75.69,215791
SPY,4/20/1998,11:30,75.65,75.71,75.54,75.6,172427
SPY,4/20/1998,12:00,75.58,75.69,75.54,75.65,70991
SPY,4/20/1998,12:30,75.62,75.62,75.37,75.48,886331
SPY,4/20/1998,13:00,75.41,75.54,75.35,75.5,604898
SPY,4/20/1998,13:30,75.52,75.52,75.33,75.41,576382
SPY,4/20/1998,14:00,75.41,75.56,75.33,75.56,352277
SPY,4/20/1998,14:30,75.56,75.67,75.5,75.6,249059
SPY,4/20/1998,15:00,75.62,75.73,75.54,75.65,139011
SPY,4/20/1998,15:30,75.54,75.69,75.46,75.69,704697
SPY,4/20/1998,16:00,75.67,75.69,75.58,75.58,122079
SPY,4/21/1998,9:30,75.71,75.71,75.35,75.43,775688
SPY,4/21/1998,10:00,75.43,75.67,75.37,75.58,409751
SPY,4/21/1998,10:30,75.56,75.92,75.56,75.83,1502811
SPY,4/21/1998,11:00,75.81,76.19,75.79,76.09,557666
SPY,4/21/1998,11:30,76.13,76.13,75.83,75.83,351088
SPY,4/21/1998,12:00,75.83,75.83,75.5,75.79,381385
SPY,4/21/1998,12:30,75.79,75.79,75.56,75.75,295840
SPY,4/21/1998,13:00,75.75,75.83,75.58,75.79,209259
SPY,4/21/1998,13:30,75.81,75.94,75.73,75.73,152376
SPY,4/21/1998,14:00,75.77,75.92,75.73,75.86,81685
SPY,4/21/1998,14:30,75.81,75.86,75.62,75.67,295245
SPY,4/21/1998,15:00,75.6,75.79,75.52,75.79,448215
SPY,4/21/1998,15:30,75.81,75.92,75.73,75.83,346780
SPY,4/21/1998,16:00,75.9,76,75.83,75.94,305789
SPY,4/22/1998,9:30,76,76.28,75.98,76.02,818466
SPY,4/22/1998,10:00,76,76.17,75.96,76.13,486829
SPY,4/22/1998,10:30,76.17,76.32,76.11,76.19,144206
SPY,4/22/1998,11:00,76.15,76.17,76,76.05,267474
SPY,4/22/1998,11:30,76.05,76.21,76.02,76.17,121340
SPY,4/22/1998,12:00,76.17,76.21,76.07,76.17,186683
SPY,4/22/1998,12:30,76.17,76.3,76.13,76.21,50051
SPY,4/22/1998,13:00,76.19,76.26,76.13,76.17,100841
SPY,4/22/1998,13:30,76.21,76.26,76.13,76.21,125794
SPY,4/22/1998,14:00,76.21,76.38,76.21,76.26,133071
SPY,4/22/1998,14:30,76.3,76.38,76.11,76.17,158022
SPY,4/22/1998,15:00,76.17,76.3,76.07,76.11,224701
SPY,4/22/1998,15:30,76.09,76.23,76.07,76.09,396533
SPY,4/22/1998,16:00,76.09,76.17,76.09,76.15,140644
SPY,4/23/1998,9:30,75.83,75.98,75.67,75.69,824847
SPY,4/23/1998,10:00,75.75,75.88,75.62,75.77,387026
SPY,4/23/1998,10:30,75.73,76.05,75.73,75.9,843115
SPY,4/23/1998,11:00,75.92,76.09,75.86,75.94,476286
SPY,4/23/1998,11:30,75.94,76.02,75.88,75.92,75446
SPY,4/23/1998,12:00,75.92,75.98,75.75,75.75,293463
SPY,4/23/1998,12:30,75.71,75.86,75.6,75.75,216983
SPY,4/23/1998,13:00,75.75,75.83,75.48,75.54,474654
SPY,4/23/1998,13:30,75.54,75.67,75.43,75.62,890045
SPY,4/23/1998,14:00,75.58,75.73,75.52,75.58,455492
SPY,4/23/1998,14:30,75.67,75.67,75.41,75.41,353612
SPY,4/23/1998,15:00,75.41,75.62,75.33,75.41,835094
SPY,4/23/1998,15:30,75.37,75.56,75.25,75.48,821283
SPY,4/23/1998,16:00,75.41,75.5,75.33,75.41,340839
SPY,4/24/1998,9:30,75.25,75.67,75.25,75.54,1787509
SPY,4/24/1998,10:00,75.54,75.73,75.43,75.52,676185
SPY,4/24/1998,10:30,75.52,75.65,75.25,75.27,1751272
SPY,4/24/1998,11:00,75.25,75.25,75.04,75.12,1195539
SPY,4/24/1998,11:30,75.2,75.2,74.91,74.95,1572021
SPY,4/24/1998,12:00,74.91,75.1,74.82,75.06,607571
SPY,4/24/1998,12:30,74.99,75.04,74.87,74.93,467376
SPY,4/24/1998,13:00,74.93,74.97,74.64,74.74,895837
SPY,4/24/1998,13:30,74.7,74.82,74.66,74.7,537178
SPY,4/24/1998,14:00,74.7,74.87,74.32,74.4,1544995
SPY,4/24/1998,14:30,74.4,74.61,74.3,74.38,1933057
SPY,4/24/1998,15:00,74.4,74.8,74.4,74.61,1601875
SPY,4/24/1998,15:30,74.68,74.74,74.59,74.66,978260
SPY,4/24/1998,16:00,74.66,74.66,74.51,74.61,393412
SPY,4/27/1998,9:30,73.65,73.86,73.39,73.69,3766164
SPY,4/27/1998,10:00,73.58,73.65,72.89,73.1,2494144
SPY,4/27/1998,10:30,73.14,73.39,72.91,73.06,1534449
SPY,4/27/1998,11:00,73.06,73.14,72.76,73.04,1296821
SPY,4/27/1998,11:30,73.04,73.35,73.04,73.2,1567118
SPY,4/27/1998,12:00,73.2,73.2,72.89,72.93,783559
SPY,4/27/1998,12:30,72.97,73.2,72.91,73.02,1033506
SPY,4/27/1998,13:00,73.04,73.04,72.78,72.85,1216477
SPY,4/27/1998,13:30,72.8,72.97,72.53,72.87,1583157
SPY,4/27/1998,14:00,72.89,72.93,72.64,72.78,681234
SPY,4/27/1998,14:30,72.68,72.89,72.47,72.89,1469841
SPY,4/27/1998,15:00,72.89,73.14,72.8,73.1,1861917
SPY,4/27/1998,15:30,73.1,73.27,73.04,73.12,1175343
SPY,4/27/1998,16:00,73.08,73.37,73.08,73.2,428314
SPY,4/28/1998,9:30,73.92,73.94,73.56,73.75,2765478
